game_id,timestamp,type,player,model_name,role,prompt,turn,move,from,to,outcome,captured,board_after,meta_json
20251110_204006,2025-11-10T20:53:45,move,0,mistral:7b,,,72,D0 E0,,,,,,
20251110_204006,2025-11-10T20:53:51,move,1,gemma3:1b,,,73,H3 H2,,,,,,
20251110_204006,2025-11-10T20:54:06,move,0,mistral:7b,,,74,C8 C9,,,,,,
20251110_204006,2025-11-10T20:54:12,move,1,gemma3:1b,,,75,G0 G1,,,,,,
20251110_204006,2025-11-10T20:54:23,move,0,mistral:7b,,,76,E5 F5,,,,,,
20251110_204006,2025-11-10T20:54:29,move,1,gemma3:1b,,,77,G7 H7,,,,,,
20251110_204006,2025-11-10T20:54:53,move,0,mistral:7b,,,78,F5 G5,,,,,,
20251110_204006,2025-11-10T20:55:00,move,1,gemma3:1b,,,79,H7 G7,,,,,,
20251110_204006,2025-11-10T20:55:12,move,0,mistral:7b,,,80,D8 C8,,,,,,
20251110_204006,2025-11-10T20:55:18,move,1,gemma3:1b,,,81,G4 F4,,,,,,
20251110_204006,2025-11-10T20:55:32,move,0,mistral:7b,,,82,E8 D8,,,,,,
20251110_204006,2025-11-10T20:55:38,move,1,gemma3:1b,,,83,G5 F5,,,,,,
20251110_204006,2025-11-10T20:55:50,move,0,mistral:7b,,,84,D1 D0,,,,,,
20251110_204006,2025-11-10T20:55:57,move,1,gemma3:1b,,,85,G7 H7,,,,,,
20251110_204006,2025-11-10T20:56:07,move,0,mistral:7b,,,86,C7 C6,,,,,,
20251110_204006,2025-11-10T20:56:13,move,1,gemma3:1b,,,87,H2 H3,,,,,,
20251110_204006,2025-11-10T20:56:38,move,0,mistral:7b,,,88,C6 C7,,,,,,
20251110_204006,2025-11-10T20:56:44,move,1,gemma3:1b,,,89,D4 D5,,,,,,
20251110_204006,2025-11-10T20:56:58,move,0,mistral:7b,,,90,E1 D1,,,,,,
20251110_204006,2025-11-10T20:57:04,move,1,gemma3:1b,,,91,G1 G0,,,,,,
20251110_204006,2025-11-10T20:57:16,move,0,mistral:7b,,,92,E9 F9,,,,,,
20251110_204006,2025-11-10T20:57:22,move,1,gemma3:1b,,,93,G6 G5,,,,,,
20251110_204006,2025-11-10T20:57:32,move,0,mistral:7b,,,94,E0 F0,,,,,,
20251110_204006,2025-11-10T20:57:38,move,1,gemma3:1b,,,95,G0 G1,,,,,,
20251110_204006,2025-11-10T20:57:49,move,0,mistral:7b,,,96,F0 E0,,,,,,
20251110_204006,2025-11-10T20:57:56,move,1,gemma3:1b,,,97,H0 G0,,,,,,
20251110_204006,2025-11-10T20:58:06,move,0,mistral:7b,,,98,D9 E9,,,,,,
20251110_204006,2025-11-10T20:58:12,move,1,gemma3:1b,,,99,G1 F1,,,,,,
20251110_204006,2025-11-10T20:58:27,move,0,mistral:7b,,,100,C9 D9,,,,,,
20251110_204006,2025-11-10T20:58:33,move,1,gemma3:1b,,,101,G3 G4,,,,,,
20251110_204006,2025-11-10T20:58:48,move,0,mistral:7b,,,102,E0 F0,,,,,,
20251110_204006,2025-11-10T20:58:55,move,1,gemma3:1b,,,103,I2 H2,,,,,,
20251110_204006,2025-11-10T20:59:10,move,0,mistral:7b,,,104,F9 G9,,,,,,
20251110_204006,2025-11-10T20:59:16,move,1,gemma3:1b,,,105,I0 H0,,,,,,
20251110_204006,2025-11-10T20:59:35,move,0,mistral:7b,,,106,D9 C9,,,,,,
20251110_204006,2025-11-10T20:59:42,move,1,gemma3:1b,,,107,F1 E1,,,,,,
20251110_204006,2025-11-10T20:59:55,move,0,mistral:7b,,,108,E9 D9,,,,,,
20251110_204006,2025-11-10T21:00:01,move,1,gemma3:1b,,,109,G0 G1,,,,,,
20251110_204006,2025-11-10T21:00:14,move,0,mistral:7b,,,110,D9 E9,,,,,,
20251110_204006,2025-11-10T21:00:21,move,1,gemma3:1b,,,111,H0 I0,,,,,,
20251110_204006,2025-11-10T21:00:37,move,0,mistral:7b,,,112,G9 F9,,,,,,
20251110_204006,2025-11-10T21:00:43,move,1,gemma3:1b,,,113,E1 D1,,,,,,
20251110_204006,2025-11-10T21:00:54,move,0,mistral:7b,,,114,D1 E1,,,,,,
20251110_204006,2025-11-10T21:01:00,move,1,gemma3:1b,,,115,H2 I2,,,,,,
20251110_204006,2025-11-10T21:01:14,move,0,mistral:7b,,,116,C1 C0,,,,,,
20251110_204006,2025-11-10T21:01:20,move,1,gemma3:1b,,,117,F5 E5,,,,,,
20251110_204006,2025-11-10T21:01:40,move,0,mistral:7b,,,118,F0 E0,,,,,,
20251110_204006,2025-11-10T21:01:46,move,1,gemma3:1b,,,119,G1 G0,,,,,,
20251110_204006,2025-11-10T21:01:58,move,0,mistral:7b,,,120,D8 E8,,,,,,
20251110_204006,2025-11-10T21:02:04,move,1,gemma3:1b,,,121,D5 D4,,,,,,
20251110_204006,2025-11-10T21:02:23,move,0,mistral:7b,,,122,C2 C1,,,,,,
20251110_204006,2025-11-10T21:02:30,move,1,gemma3:1b,,,123,H1 H2,,,,,,
20251110_204006,2025-11-10T21:02:48,move,0,mistral:7b,,,124,F9 G9,,,,,,
20251110_204006,2025-11-10T21:02:54,move,1,gemma3:1b,,,125,D4 D5,,,,,,
20251110_204006,2025-11-10T21:03:13,move,0,mistral:7b,,,126,C1 C2,,,,,,
20251110_204006,2025-11-10T21:03:19,move,1,gemma3:1b,,,127,E5 E4,,,,,,
20251110_204006,2025-11-10T21:03:30,move,0,mistral:7b,,,128,G9 F9,,,,,,
20251110_204006,2025-11-10T21:03:36,move,1,gemma3:1b,,,129,F4 F5,,,,,,
20251110_204006,2025-11-10T21:04:03,move,0,mistral:7b,,,130,E8 F8,,,,,,
20251110_204006,2025-11-10T21:04:09,move,1,gemma3:1b,,,131,D5 D6,,,,,,
20251110_204006,2025-11-10T21:04:18,move,0,mistral:7b,,,132,C9 D9,,,,,,
20251110_204006,2025-11-10T21:04:24,move,1,gemma3:1b,,,133,H3 G3,,,,,,
20251110_204006,2025-11-10T21:04:46,move,0,mistral:7b,,,134,E1 D1,,,,,,
20251110_204006,2025-11-10T21:04:52,move,1,gemma3:1b,,,135,G0 G1,,,,,,
20251110_204006,2025-11-10T21:05:04,move,0,mistral:7b,,,136,D9 C9,,,,,,
20251110_204006,2025-11-10T21:05:10,move,1,gemma3:1b,,,137,G4 F4,,,,,,
20251110_204006,2025-11-10T21:05:27,move,0,mistral:7b,,,138,D1 E1,,,,,,
20251110_204006,2025-11-10T21:05:33,move,1,gemma3:1b,,,139,E4 E5,,,,,,
20251110_204006,2025-11-10T21:05:53,move,0,mistral:7b,,,140,E1 F1,,,,,,
20251110_204006,2025-11-10T21:05:59,move,1,gemma3:1b,,,141,G3 G4,,,,,,
20251110_204006,2025-11-10T21:06:14,move,0,mistral:7b,,,142,F8 G8,,,,,,
20251110_204006,2025-11-10T21:06:20,move,1,gemma3:1b,,,143,I3 H3,,,,,,
20251110_204006,2025-11-10T21:06:38,move,0,mistral:7b,,,144,D0 D1,,,,,,
20251110_204006,2025-11-10T21:06:44,move,1,gemma3:1b,,,145,E5 D5,,,,,,
20251110_204006,2025-11-10T21:06:56,move,0,mistral:7b,,,146,E9 D9,,,,,,
20251110_204006,2025-11-10T21:07:02,move,1,gemma3:1b,,,147,G1 G0,,,,,,
20251110_204006,2025-11-10T21:07:20,move,0,mistral:7b,,,148,E0 F0,,,,,,
20251110_204006,2025-11-10T21:07:26,move,1,gemma3:1b,,,149,G2 G1,,,,,,
20251110_204006,2025-11-10T21:07:43,move,0,mistral:7b,,,150,C4 D4,,,,,,
20251110_204006,2025-11-10T21:07:49,move,1,gemma3:1b,,,151,I1 H1,,,,,,
20251110_204006,2025-11-10T21:08:04,move,0,mistral:7b,,,152,C8 D8,,,,,,
20251110_204006,2025-11-10T21:08:11,move,1,gemma3:1b,,,153,J3 I3,,,,,,
20251110_204006,2025-11-10T21:08:23,move,0,mistral:7b,,,154,D1 E1,,,,,,
20251110_204006,2025-11-10T21:08:29,move,1,gemma3:1b,,,155,H1 H0,,,,,,
20251110_204006,2025-11-10T21:08:42,move,0,mistral:7b,,,156,D4 C4,,,,,,
20251110_204006,2025-11-10T21:08:48,move,1,gemma3:1b,,,157,H2 H1,,,,,,
20251110_204006,2025-11-10T21:09:07,move,0,mistral:7b,,,158,B8 C8,,,,,,
20251110_204006,2025-11-10T21:09:13,move,1,gemma3:1b,,,159,I0 I1,,,,,,
20251110_204006,2025-11-10T21:09:26,move,0,mistral:7b,,,160,F1 G1,,,,,,
20251110_204006,2025-11-10T21:09:32,move,1,gemma3:1b,,,161,F5 E5,,,,,,
20251110_204006,2025-11-10T21:09:43,move,0,mistral:7b,,,162,D9 E9,,,,,,
20251110_204006,2025-11-10T21:09:50,move,1,gemma3:1b,,,163,I3 J3,,,,,,
20251110_204006,2025-11-10T21:10:03,move,0,mistral:7b,,,164,C9 D9,,,,,,
20251110_204006,2025-11-10T21:10:09,move,1,gemma3:1b,,,165,F4 D4,,,,,,
20251110_204006,2025-11-10T21:10:24,move,0,mistral:7b,,,166,C2 C1,,,,,,
20251110_204006,2025-11-10T21:10:30,move,1,gemma3:1b,,,167,D4 C4,,,,,,
20251110_204006,2025-11-10T21:10:42,move,0,mistral:7b,,,168,A8 B8,,,,,,
20251110_204006,2025-11-10T21:10:48,move,1,gemma3:1b,,,169,G0 F0,,,,,,
20251110_204006,2025-11-10T21:11:00,move,0,mistral:7b,,,170,C3 D3,,,,,,
20251110_204006,2025-11-10T21:11:06,move,1,gemma3:1b,,,171,G4 G1,,,,,,
20251110_204006,2025-11-10T21:11:21,move,0,mistral:7b,,,172,G1 G2,,,,,,
20251110_204006,2025-11-10T21:11:27,move,1,gemma3:1b,,,173,J3 I3,,,,,,
20251110_204006,2025-11-10T21:11:39,move,0,mistral:7b,,,174,G2 G1,,,,,,
20251110_204006,2025-11-10T21:11:45,move,1,gemma3:1b,,,175,H4 G4,,,,,,
20251110_204006,2025-11-10T21:12:04,move,0,mistral:7b,,,176,C0 D0,,,,,,
20251110_204006,2025-11-10T21:12:10,move,1,gemma3:1b,,,177,D5 D4,,,,,,
20251110_204006,2025-11-10T21:12:23,move,0,mistral:7b,,,178,C7 C6,,,,,,
20251110_204006,2025-11-10T21:12:29,move,1,gemma3:1b,,,179,F0 G0,,,,,,
20251110_204006,2025-11-10T21:12:46,move,0,mistral:7b,,,180,G8 G9,,,,,,
20251110_204006,2025-11-10T21:12:52,move,1,gemma3:1b,,,181,G5 G6,,,,,,
20251110_204006,2025-11-10T21:13:03,move,0,mistral:7b,,,182,F9 F8,,,,,,
20251110_204006,2025-11-10T21:13:09,move,1,gemma3:1b,,,183,I1 I0,,,,,,
20251110_204006,2025-11-10T21:13:27,move,0,mistral:7b,,,184,B9 C9,,,,,,
20251110_204006,2025-11-10T21:13:34,move,1,gemma3:1b,,,185,J1 I1,,,,,,
20251110_204006,2025-11-10T21:13:47,move,0,mistral:7b,,,186,D7 C7,,,,,,
20251110_204006,2025-11-10T21:13:54,move,1,gemma3:1b,,,187,I4 H4,,,,,,
20251110_204006,2025-11-10T21:14:09,move,0,mistral:7b,,,188,B8 A8,,,,,,
20251110_204006,2025-11-10T21:14:15,move,1,gemma3:1b,,,189,H7 G7,,,,,,
20251110_204006,2025-11-10T21:14:36,move,0,mistral:7b,,,190,C4 C3,,,,,,
20251110_204006,2025-11-10T21:14:42,move,1,gemma3:1b,,,191,J0 J1,,,,,,
20251110_204006,2025-11-10T21:14:56,move,0,mistral:7b,,,192,C9 B9,,,,,,
20251110_204006,2025-11-10T21:15:02,move,1,gemma3:1b,,,193,G7 G8,,,,,,
20251110_204006,2025-11-10T21:15:13,move,0,mistral:7b,,,194,E1 F1,,,,,,
20251110_204006,2025-11-10T21:15:19,move,1,gemma3:1b,,,195,J2 J3,,,,,,
20251110_204006,2025-11-10T21:15:34,move,0,mistral:7b,,,196,D0 E0,,,,,,
20251110_204006,2025-11-10T21:15:40,move,1,gemma3:1b,,,197,J1 J2,,,,,,
20251110_204006,2025-11-10T21:15:51,move,0,mistral:7b,,,198,E9 E8,,,,,,
20251110_204006,2025-11-10T21:15:57,move,1,gemma3:1b,,,199,H5 F5,,,,,,
