game_id,timestamp,type,player,model_name,role,prompt,turn,move,from,to,outcome,captured,board_after,meta_json
20251113_203801,2025-11-13T20:38:07,move,1,mistral:7b,,,15,[F8 F9],,,,,,
20251113_203801,2025-11-13T20:38:07,move,0,llama3.1:8b,,,16,[A9 B9],,,,,,
20251113_203801,2025-11-13T20:38:08,move,1,mistral:7b,,,17,[F9 E9],,,,,,
20251113_203801,2025-11-13T20:38:08,move,0,llama3.1:8b,,,18,[D8 E8],,,,,,
20251113_203801,2025-11-13T20:38:08,move,1,mistral:7b,,,19,[F5 E5],,,,,,
20251113_203801,2025-11-13T20:38:09,move,0,llama3.1:8b,,,20,[E8 D8],,,,,,
20251113_203801,2025-11-13T20:38:09,move,1,mistral:7b,,,21,[G0 D0],,,,,,
20251113_203801,2025-11-13T20:38:10,move,0,llama3.1:8b,,,22,[A8 A9],,,,,,
20251113_203801,2025-11-13T20:38:10,move,1,mistral:7b,,,23,[E5 D5],,,,,,
20251113_203801,2025-11-13T20:38:11,move,0,llama3.1:8b,,,24,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:38:12,move,1,mistral:7b,,,25,[E9 F9],,,,,,
20251113_203801,2025-11-13T20:38:13,move,0,llama3.1:8b,,,26,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:38:13,move,1,mistral:7b,,,27,[F1 G1],,,,,,
20251113_203801,2025-11-13T20:38:13,move,0,llama3.1:8b,,,28,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:38:14,move,1,mistral:7b,,,29,[G1 G2],,,,,,
20251113_203801,2025-11-13T20:38:14,move,0,llama3.1:8b,,,30,[A6 A7],,,,,,
20251113_203801,2025-11-13T20:38:14,move,1,mistral:7b,,,31,[H1 E1],,,,,,
20251113_203801,2025-11-13T20:38:15,move,0,llama3.1:8b,,,32,[A7 A6],,,,,,
20251113_203801,2025-11-13T20:38:15,move,1,mistral:7b,,,33,[F4 E4],,,,,,
20251113_203801,2025-11-13T20:38:16,move,0,llama3.1:8b,,,34,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:38:17,move,1,mistral:7b,,,35,[E4 F4],,,,,,
20251113_203801,2025-11-13T20:38:17,move,0,llama3.1:8b,,,36,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:38:18,move,1,mistral:7b,,,37,[F4 F5],,,,,,
20251113_203801,2025-11-13T20:38:19,move,0,llama3.1:8b,,,38,[A6 A7],,,,,,
20251113_203801,2025-11-13T20:38:19,move,1,mistral:7b,,,39,[G4 G5],,,,,,
20251113_203801,2025-11-13T20:38:20,move,0,llama3.1:8b,,,40,[A7 A6],,,,,,
20251113_203801,2025-11-13T20:38:20,move,1,mistral:7b,,,41,[H4 G4],,,,,,
20251113_203801,2025-11-13T20:38:21,move,0,llama3.1:8b,,,42,[D5 E5],,,,,,
20251113_203801,2025-11-13T20:38:22,move,1,mistral:7b,,,43,[G4 H4],,,,,,
20251113_203801,2025-11-13T20:38:23,move,0,llama3.1:8b,,,44,[A6 A7],,,,,,
20251113_203801,2025-11-13T20:38:24,move,1,mistral:7b,,,45,[H4 G4],,,,,,
20251113_203801,2025-11-13T20:38:25,move,0,llama3.1:8b,,,46,[A5 A6],,,,,,
20251113_203801,2025-11-13T20:38:26,move,1,mistral:7b,,,47,[F9 E9],,,,,,
20251113_203801,2025-11-13T20:38:26,move,0,llama3.1:8b,,,48,[A4 A5],,,,,,
20251113_203801,2025-11-13T20:38:27,move,1,mistral:7b,,,49,[E9 D9],,,,,,
20251113_203801,2025-11-13T20:38:27,move,0,llama3.1:8b,,,50,[A5 A4],,,,,,
20251113_203801,2025-11-13T20:38:28,move,1,mistral:7b,,,51,[I4 H4],,,,,,
20251113_203801,2025-11-13T20:38:29,move,0,llama3.1:8b,,,52,[D4 E4],,,,,,
20251113_203801,2025-11-13T20:38:29,move,1,mistral:7b,,,53,[I5 I4],,,,,,
20251113_203801,2025-11-13T20:38:30,move,0,llama3.1:8b,,,54,[A6 A5],,,,,,
20251113_203801,2025-11-13T20:38:31,move,1,mistral:7b,,,55,[H5 I5],,,,,,
20251113_203801,2025-11-13T20:38:32,move,0,llama3.1:8b,,,56,[D6 D5],,,,,,
20251113_203801,2025-11-13T20:38:32,move,1,mistral:7b,,,57,[G5 H5],,,,,,
20251113_203801,2025-11-13T20:38:33,move,0,llama3.1:8b,,,58,[A7 A6],,,,,,
20251113_203801,2025-11-13T20:38:33,move,1,mistral:7b,,,59,[H7 G7],,,,,,
20251113_203801,2025-11-13T20:38:34,move,0,llama3.1:8b,,,60,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:38:34,move,1,mistral:7b,,,61,[F5 G5],,,,,,
20251113_203801,2025-11-13T20:38:35,move,0,llama3.1:8b,,,62,[A9 A8],,,,,,
20251113_203801,2025-11-13T20:38:35,move,1,mistral:7b,,,63,[G4 E4],,,,,,
20251113_203801,2025-11-13T20:38:36,move,0,llama3.1:8b,,,64,[D8 E8],,,,,,
20251113_203801,2025-11-13T20:38:36,move,1,mistral:7b,,,65,[G5 F5],,,,,,
20251113_203801,2025-11-13T20:38:37,move,0,llama3.1:8b,,,66,[E4 D4],,,,,,
20251113_203801,2025-11-13T20:38:37,move,1,mistral:7b,,,67,[F5 E5],,,,,,
20251113_203801,2025-11-13T20:38:37,move,0,llama3.1:8b,,,68,[D7 D6],,,,,,
20251113_203801,2025-11-13T20:38:38,move,1,mistral:7b,,,69,[G6 G4],,,,,,
20251113_203801,2025-11-13T20:38:39,move,0,llama3.1:8b,,,70,[A8 A9],,,,,,
20251113_203801,2025-11-13T20:38:39,move,1,mistral:7b,,,71,[G4 G5],,,,,,
20251113_203801,2025-11-13T20:38:40,move,0,llama3.1:8b,,,72,[E8 D8],,,,,,
20251113_203801,2025-11-13T20:38:41,move,1,mistral:7b,,,73,[G7 H7],,,,,,
20251113_203801,2025-11-13T20:38:41,move,0,llama3.1:8b,,,74,[D8 E8],,,,,,
20251113_203801,2025-11-13T20:38:42,move,1,mistral:7b,,,75,[G5 E5],,,,,,
20251113_203801,2025-11-13T20:38:43,move,0,llama3.1:8b,,,76,[E5 F5],,,,,,
20251113_203801,2025-11-13T20:38:43,move,1,mistral:7b,,,77,[H5 G5],,,,,,
20251113_203801,2025-11-13T20:38:44,move,0,llama3.1:8b,,,78,[A9 A8],,,,,,
20251113_203801,2025-11-13T20:38:45,move,1,mistral:7b,,,79,[G5 H5],,,,,,
20251113_203801,2025-11-13T20:38:45,move,0,llama3.1:8b,,,80,[C8 D8],,,,,,
20251113_203801,2025-11-13T20:38:45,move,1,mistral:7b,,,81,[H5 G5],,,,,,
20251113_203801,2025-11-13T20:38:46,move,0,llama3.1:8b,,,82,[D8 C8],,,,,,
20251113_203801,2025-11-13T20:38:46,move,1,mistral:7b,,,83,[G5 G4],,,,,,
20251113_203801,2025-11-13T20:38:47,move,0,llama3.1:8b,,,84,[E8 F8],,,,,,
20251113_203801,2025-11-13T20:38:47,move,1,mistral:7b,,,85,[G4 F4],,,,,,
20251113_203801,2025-11-13T20:38:48,move,0,llama3.1:8b,,,86,[C8 D8],,,,,,
20251113_203801,2025-11-13T20:38:48,move,1,mistral:7b,,,87,[I5 H5],,,,,,
20251113_203801,2025-11-13T20:38:49,move,0,llama3.1:8b,,,88,[F8 E8],,,,,,
20251113_203801,2025-11-13T20:38:49,move,1,mistral:7b,,,89,[F4 E4],,,,,,
20251113_203801,2025-11-13T20:38:50,move,0,llama3.1:8b,,,90,[A8 A9],,,,,,
20251113_203801,2025-11-13T20:38:50,move,1,mistral:7b,,,91,[E4 D4],,,,,,
20251113_203801,2025-11-13T20:38:51,move,0,llama3.1:8b,,,92,[D5 E5],,,,,,
20251113_203801,2025-11-13T20:38:53,move,1,mistral:7b,,,93,[G8 G7],,,,,,
20251113_203801,2025-11-13T20:38:53,move,0,llama3.1:8b,,,94,[C9 C8],,,,,,
20251113_203801,2025-11-13T20:38:54,move,1,mistral:7b,,,95,[G9 F9],,,,,,
20251113_203801,2025-11-13T20:38:54,move,0,llama3.1:8b,,,96,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:38:55,move,1,mistral:7b,,,97,[G2 G1],,,,,,
20251113_203801,2025-11-13T20:38:56,move,0,llama3.1:8b,,,98,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:38:56,move,1,mistral:7b,,,99,[G1 H1],,,,,,
20251113_203801,2025-11-13T20:38:57,move,0,llama3.1:8b,,,100,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:38:57,move,1,mistral:7b,,,101,[F9 E9],,,,,,
20251113_203801,2025-11-13T20:38:58,move,0,llama3.1:8b,,,102,[D8 D7],,,,,,
20251113_203801,2025-11-13T20:38:58,move,1,mistral:7b,,,103,[I4 I5],,,,,,
20251113_203801,2025-11-13T20:38:58,move,0,llama3.1:8b,,,104,[D7 D8],,,,,,
20251113_203801,2025-11-13T20:38:58,move,1,mistral:7b,,,105,[E9 D9],,,,,,
20251113_203801,2025-11-13T20:38:59,move,0,llama3.1:8b,,,106,[D4 E4],,,,,,
20251113_203801,2025-11-13T20:38:59,move,1,mistral:7b,,,107,[I3 I4],,,,,,
20251113_203801,2025-11-13T20:39:00,move,0,llama3.1:8b,,,108,[C7 D7],,,,,,
20251113_203801,2025-11-13T20:39:00,move,1,mistral:7b,,,109,[J3 I3],,,,,,
20251113_203801,2025-11-13T20:39:00,move,0,llama3.1:8b,,,110,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:39:01,move,1,mistral:7b,,,111,[I3 J3],,,,,,
20251113_203801,2025-11-13T20:39:02,move,0,llama3.1:8b,,,112,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:39:03,move,1,mistral:7b,,,113,[I2 I3],,,,,,
20251113_203801,2025-11-13T20:39:03,move,0,llama3.1:8b,,,114,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:39:04,move,1,mistral:7b,,,115,[G7 G8],,,,,,
20251113_203801,2025-11-13T20:39:05,move,0,llama3.1:8b,,,116,[C6 C7],,,,,,
20251113_203801,2025-11-13T20:39:05,move,1,mistral:7b,,,117,[G3 G4],,,,,,
20251113_203801,2025-11-13T20:39:06,move,0,llama3.1:8b,,,118,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:39:06,move,1,mistral:7b,,,119,[H7 G7],,,,,,
20251113_203801,2025-11-13T20:39:07,move,0,llama3.1:8b,,,120,[A6 A7],,,,,,
20251113_203801,2025-11-13T20:39:07,move,1,mistral:7b,,,121,[G4 F4],,,,,,
20251113_203801,2025-11-13T20:39:08,move,0,llama3.1:8b,,,122,[C7 C6],,,,,,
20251113_203801,2025-11-13T20:39:08,move,1,mistral:7b,,,123,[F4 E4],,,,,,
20251113_203801,2025-11-13T20:39:09,move,0,llama3.1:8b,,,124,[C6 C7],,,,,,
20251113_203801,2025-11-13T20:39:09,move,1,mistral:7b,,,125,[G8 G9],,,,,,
20251113_203801,2025-11-13T20:39:10,move,0,llama3.1:8b,,,126,[A5 A6],,,,,,
20251113_203801,2025-11-13T20:39:10,move,1,mistral:7b,,,127,[H4 G4],,,,,,
20251113_203801,2025-11-13T20:39:11,move,0,llama3.1:8b,,,128,[E4 D4],,,,,,
20251113_203801,2025-11-13T20:39:11,move,1,mistral:7b,,,129,[G4 H4],,,,,,
20251113_203801,2025-11-13T20:39:12,move,0,llama3.1:8b,,,130,[C7 C6],,,,,,
20251113_203801,2025-11-13T20:39:12,move,1,mistral:7b,,,131,[G9 F9],,,,,,
20251113_203801,2025-11-13T20:39:13,move,0,llama3.1:8b,,,132,[D4 E4],,,,,,
20251113_203801,2025-11-13T20:39:13,move,1,mistral:7b,,,133,[F9 G9],,,,,,
20251113_203801,2025-11-13T20:39:14,move,0,llama3.1:8b,,,134,[E4 D4],,,,,,
20251113_203801,2025-11-13T20:39:14,move,1,mistral:7b,,,135,[H6 G6],,,,,,
20251113_203801,2025-11-13T20:39:15,move,0,llama3.1:8b,,,136,[E5 D5],,,,,,
20251113_203801,2025-11-13T20:39:16,move,1,mistral:7b,,,137,[G9 F9],,,,,,
20251113_203801,2025-11-13T20:39:16,move,0,llama3.1:8b,,,138,[C8 C7],,,,,,
20251113_203801,2025-11-13T20:39:16,move,1,mistral:7b,,,139,[H2 I2],,,,,,
20251113_203801,2025-11-13T20:39:17,move,0,llama3.1:8b,,,140,[A4 A5],,,,,,
20251113_203801,2025-11-13T20:39:17,move,1,mistral:7b,,,141,[H8 G8],,,,,,
20251113_203801,2025-11-13T20:39:17,move,0,llama3.1:8b,,,142,[A3 A4],,,,,,
20251113_203801,2025-11-13T20:39:18,move,1,mistral:7b,,,143,[I6 H6],,,,,,
20251113_203801,2025-11-13T20:39:18,move,0,llama3.1:8b,,,144,[A4 A3],,,,,,
20251113_203801,2025-11-13T20:39:19,move,1,mistral:7b,,,145,[F9 E9],,,,,,
20251113_203801,2025-11-13T20:39:19,move,0,llama3.1:8b,,,146,[D4 E4],,,,,,
20251113_203801,2025-11-13T20:39:19,move,1,mistral:7b,,,147,[G8 H8],,,,,,
20251113_203801,2025-11-13T20:39:20,move,0,llama3.1:8b,,,148,[D3 D4],,,,,,
20251113_203801,2025-11-13T20:39:20,move,1,mistral:7b,,,149,[E9 D9],,,,,,
20251113_203801,2025-11-13T20:39:21,move,0,llama3.1:8b,,,150,[A3 A4],,,,,,
20251113_203801,2025-11-13T20:39:21,move,1,mistral:7b,,,151,[I7 H7],,,,,,
20251113_203801,2025-11-13T20:39:21,move,0,llama3.1:8b,,,152,[C3 D3],,,,,,
20251113_203801,2025-11-13T20:39:22,move,1,mistral:7b,,,153,[I5 I6],,,,,,
20251113_203801,2025-11-13T20:39:22,move,0,llama3.1:8b,,,154,[C4 C3],,,,,,
20251113_203801,2025-11-13T20:39:23,move,1,mistral:7b,,,155,[H7 I7],,,,,,
20251113_203801,2025-11-13T20:39:24,move,0,llama3.1:8b,,,156,[B4 C4],,,,,,
20251113_203801,2025-11-13T20:39:25,move,1,mistral:7b,,,157,[G7 H7],,,,,,
20251113_203801,2025-11-13T20:39:26,move,0,llama3.1:8b,,,158,[F5 F4],,,,,,
20251113_203801,2025-11-13T20:39:27,move,1,mistral:7b,,,159,[H5 I5],,,,,,
20251113_203801,2025-11-13T20:39:27,move,0,llama3.1:8b,,,160,[A4 A3],,,,,,
20251113_203801,2025-11-13T20:39:28,move,1,mistral:7b,,,161,[I5 H5],,,,,,
20251113_203801,2025-11-13T20:39:28,move,0,llama3.1:8b,,,162,[C4 B4],,,,,,
20251113_203801,2025-11-13T20:39:29,move,1,mistral:7b,,,163,[H5 I5],,,,,,
20251113_203801,2025-11-13T20:39:29,move,0,llama3.1:8b,,,164,[C7 C8],,,,,,
20251113_203801,2025-11-13T20:39:30,move,1,mistral:7b,,,165,[H4 G4],,,,,,
20251113_203801,2025-11-13T20:39:30,move,0,llama3.1:8b,,,166,[C6 C7],,,,,,
20251113_203801,2025-11-13T20:39:30,move,1,mistral:7b,,,167,[G4 H4],,,,,,
20251113_203801,2025-11-13T20:39:31,move,0,llama3.1:8b,,,168,[D5 F5],,,,,,
20251113_203801,2025-11-13T20:39:31,move,1,mistral:7b,,,169,[H6 H5],,,,,,
20251113_203801,2025-11-13T20:39:32,move,0,llama3.1:8b,,,170,[D4 C4],,,,,,
20251113_203801,2025-11-13T20:39:32,move,1,mistral:7b,,,171,[H4 G4],,,,,,
20251113_203801,2025-11-13T20:39:33,move,0,llama3.1:8b,,,172,[B6 C6],,,,,,
20251113_203801,2025-11-13T20:39:33,move,1,mistral:7b,,,173,[G4 H4],,,,,,
20251113_203801,2025-11-13T20:39:33,move,0,llama3.1:8b,,,174,[A3 A4],,,,,,
20251113_203801,2025-11-13T20:39:34,move,1,mistral:7b,,,175,[I6 H6],,,,,,
20251113_203801,2025-11-13T20:39:34,move,0,llama3.1:8b,,,176,[C4 D4],,,,,,
20251113_203801,2025-11-13T20:39:34,move,1,mistral:7b,,,177,[H6 I6],,,,,,
20251113_203801,2025-11-13T20:39:35,move,0,llama3.1:8b,,,178,[A4 A3],,,,,,
20251113_203801,2025-11-13T20:39:35,move,1,mistral:7b,,,179,[G6 H6],,,,,,
20251113_203801,2025-11-13T20:39:36,move,0,llama3.1:8b,,,180,[A5 A4],,,,,,
20251113_203801,2025-11-13T20:39:36,move,1,mistral:7b,,,181,[H1 G1],,,,,,
20251113_203801,2025-11-13T20:39:36,move,0,llama3.1:8b,,,182,[A4 A5],,,,,,
20251113_203801,2025-11-13T20:39:37,move,1,mistral:7b,,,183,[G1 H1],,,,,,
20251113_203801,2025-11-13T20:39:37,move,0,llama3.1:8b,,,184,[D4 C4],,,,,,
20251113_203801,2025-11-13T20:39:38,move,1,mistral:7b,,,185,[H1 G1],,,,,,
20251113_203801,2025-11-13T20:39:38,move,0,llama3.1:8b,,,186,[D6 D5],,,,,,
20251113_203801,2025-11-13T20:39:38,move,1,mistral:7b,,,187,[G1 H1],,,,,,
20251113_203801,2025-11-13T20:39:39,move,0,llama3.1:8b,,,188,[A3 A4],,,,,,
20251113_203801,2025-11-13T20:39:39,move,1,mistral:7b,,,189,[H1 G1],,,,,,
20251113_203801,2025-11-13T20:39:40,move,0,llama3.1:8b,,,190,[A6 B6],,,,,,
20251113_203801,2025-11-13T20:39:40,move,1,mistral:7b,,,191,[G1 H1],,,,,,
20251113_203801,2025-11-13T20:39:41,move,0,llama3.1:8b,,,192,[A7 A6],,,,,,
20251113_203801,2025-11-13T20:39:41,move,1,mistral:7b,,,193,[H5 G5],,,,,,
20251113_203801,2025-11-13T20:39:41,move,0,llama3.1:8b,,,194,[A4 A3],,,,,,
20251113_203801,2025-11-13T20:39:42,move,1,mistral:7b,,,195,[G5 H5],,,,,,
20251113_203801,2025-11-13T20:39:42,move,0,llama3.1:8b,,,196,[A3 A4],,,,,,
20251113_203801,2025-11-13T20:39:42,move,1,mistral:7b,,,197,[H5 G5],,,,,,
20251113_203801,2025-11-13T20:39:43,move,0,llama3.1:8b,,,198,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:39:44,move,1,mistral:7b,,,199,[G5 H5],,,,,,
20251113_203801,2025-11-13T20:39:44,move,0,llama3.1:8b,,,200,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:39:45,move,1,mistral:7b,,,201,[H5 G5],,,,,,
20251113_203801,2025-11-13T20:39:45,move,0,llama3.1:8b,,,202,[D3 D2],,,,,,
20251113_203801,2025-11-13T20:39:46,move,1,mistral:7b,,,203,[G5 H5],,,,,,
20251113_203801,2025-11-13T20:39:46,move,0,llama3.1:8b,,,204,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:39:47,move,1,mistral:7b,,,205,[H8 G8],,,,,,
20251113_203801,2025-11-13T20:39:47,move,0,llama3.1:8b,,,206,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:39:48,move,1,mistral:7b,,,207,[G8 H8],,,,,,
20251113_203801,2025-11-13T20:39:48,move,0,llama3.1:8b,,,208,[A4 A3],,,,,,
20251113_203801,2025-11-13T20:39:49,move,1,mistral:7b,,,209,[I2 H2],,,,,,
20251113_203801,2025-11-13T20:39:49,move,0,llama3.1:8b,,,210,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:39:49,move,1,mistral:7b,,,211,[I3 I2],,,,,,
20251113_203801,2025-11-13T20:39:50,move,0,llama3.1:8b,,,212,[A5 A4],,,,,,
20251113_203801,2025-11-13T20:39:51,move,1,mistral:7b,,,213,[J3 I3],,,,,,
20251113_203801,2025-11-13T20:39:51,move,0,llama3.1:8b,,,214,[A4 A5],,,,,,
20251113_203801,2025-11-13T20:39:52,move,1,mistral:7b,,,215,[I3 J3],,,,,,
20251113_203801,2025-11-13T20:39:52,move,0,llama3.1:8b,,,216,[A5 A4],,,,,,
20251113_203801,2025-11-13T20:39:52,move,1,mistral:7b,,,217,[H4 G4],,,,,,
20251113_203801,2025-11-13T20:39:53,move,0,llama3.1:8b,,,218,[B5 A5],,,,,,
20251113_203801,2025-11-13T20:39:53,move,1,mistral:7b,,,219,[G4 F4],,,,,,
20251113_203801,2025-11-13T20:39:54,move,0,llama3.1:8b,,,220,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:39:55,move,1,mistral:7b,,,221,[H1 G1],,,,,,
20251113_203801,2025-11-13T20:39:55,move,0,llama3.1:8b,,,222,[A5 B5],,,,,,
20251113_203801,2025-11-13T20:39:56,move,1,mistral:7b,,,223,[G1 F1],,,,,,
20251113_203801,2025-11-13T20:39:56,move,0,llama3.1:8b,,,224,[C8 C9],,,,,,
20251113_203801,2025-11-13T20:39:57,move,1,mistral:7b,,,225,[F1 E1],,,,,,
20251113_203801,2025-11-13T20:39:57,move,0,llama3.1:8b,,,226,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:39:58,move,1,mistral:7b,,,227,[E1 F1],,,,,,
20251113_203801,2025-11-13T20:39:58,move,0,llama3.1:8b,,,228,[C4 D4],,,,,,
20251113_203801,2025-11-13T20:39:59,move,1,mistral:7b,,,229,[F1 E1],,,,,,
20251113_203801,2025-11-13T20:39:59,move,0,llama3.1:8b,,,230,[A4 A5],,,,,,
20251113_203801,2025-11-13T20:40:00,move,1,mistral:7b,,,231,[E1 D1],,,,,,
20251113_203801,2025-11-13T20:40:00,move,0,llama3.1:8b,,,232,[A9 A8],,,,,,
20251113_203801,2025-11-13T20:40:01,move,1,mistral:7b,,,233,[H2 G2],,,,,,
20251113_203801,2025-11-13T20:40:01,move,0,llama3.1:8b,,,234,[C9 C8],,,,,,
20251113_203801,2025-11-13T20:40:02,move,1,mistral:7b,,,235,[H5 G5],,,,,,
20251113_203801,2025-11-13T20:40:02,move,0,llama3.1:8b,,,236,[A8 A9],,,,,,
20251113_203801,2025-11-13T20:40:03,move,1,mistral:7b,,,237,[G5 H5],,,,,,
20251113_203801,2025-11-13T20:40:03,move,0,llama3.1:8b,,,238,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:40:04,move,1,mistral:7b,,,239,[H7 G7],,,,,,
20251113_203801,2025-11-13T20:40:04,move,0,llama3.1:8b,,,240,[A8 A7],,,,,,
20251113_203801,2025-11-13T20:40:05,move,1,mistral:7b,,,241,[G7 G8],,,,,,
20251113_203801,2025-11-13T20:40:06,move,0,llama3.1:8b,,,242,[B4 A4],,,,,,
20251113_203801,2025-11-13T20:40:06,move,1,mistral:7b,,,243,[G8 F8],,,,,,
20251113_203801,2025-11-13T20:40:07,move,0,llama3.1:8b,,,244,[D4 C4],,,,,,
20251113_203801,2025-11-13T20:40:07,move,1,mistral:7b,,,245,[F8 E8],,,,,,
20251113_203801,2025-11-13T20:40:07,move,0,llama3.1:8b,,,246,[C3 D3],,,,,,
20251113_203801,2025-11-13T20:40:08,move,1,mistral:7b,,,247,[G2 H2],,,,,,
20251113_203801,2025-11-13T20:40:08,move,0,llama3.1:8b,,,248,[C4 D4],,,,,,
20251113_203801,2025-11-13T20:40:08,move,1,mistral:7b,,,249,[I4 F4],,,,,,
20251113_203801,2025-11-13T20:40:09,move,0,llama3.1:8b,,,250,[A9 A8],,,,,,
20251113_203801,2025-11-13T20:40:09,move,1,mistral:7b,,,251,[E8 D8],,,,,,
20251113_203801,2025-11-13T20:40:10,move,0,llama3.1:8b,,,252,[A4 B4],,,,,,
20251113_203801,2025-11-13T20:40:11,move,1,mistral:7b,,,253,[J4 I4],,,,,,
20251113_203801,2025-11-13T20:40:12,move,0,llama3.1:8b,,,254,[C8 H8],,,,,,
20251113_203801,2025-11-13T20:40:12,move,1,mistral:7b,,,255,[I4 I3],,,,,,
20251113_203801,2025-11-13T20:40:12,move,0,llama3.1:8b,,,256,[D7 D6],,,,,,
20251113_203801,2025-11-13T20:40:13,move,1,mistral:7b,,,257,[J5 J4],,,,,,
20251113_203801,2025-11-13T20:40:13,move,0,llama3.1:8b,,,258,[D6 D8],,,,,,
20251113_203801,2025-11-13T20:40:14,move,1,mistral:7b,,,259,[I3 I4],,,,,,
20251113_203801,2025-11-13T20:40:15,move,0,llama3.1:8b,,,260,[D8 D7],,,,,,
20251113_203801,2025-11-13T20:40:15,move,1,mistral:7b,,,261,[I5 J5],,,,,,
20251113_203801,2025-11-13T20:40:16,move,0,llama3.1:8b,,,262,[A8 A9],,,,,,
20251113_203801,2025-11-13T20:40:16,move,1,mistral:7b,,,263,[H6 H7],,,,,,
20251113_203801,2025-11-13T20:40:17,move,0,llama3.1:8b,,,264,[A3 A4],,,,,,
20251113_203801,2025-11-13T20:40:17,move,1,mistral:7b,,,265,[H7 H6],,,,,,
20251113_203801,2025-11-13T20:40:19,move,0,llama3.1:8b,,,266,[A4 A3],,,,,,
20251113_203801,2025-11-13T20:40:20,move,1,mistral:7b,,,267,[H6 G6],,,,,,
20251113_203801,2025-11-13T20:40:20,move,0,llama3.1:8b,,,268,[D4 C4],,,,,,
20251113_203801,2025-11-13T20:40:21,move,1,mistral:7b,,,269,[G6 H6],,,,,,
20251113_203801,2025-11-13T20:40:21,move,0,llama3.1:8b,,,270,[D5 D4],,,,,,
20251113_203801,2025-11-13T20:40:21,move,1,mistral:7b,,,271,[H8 G8],,,,,,
20251113_203801,2025-11-13T20:40:22,move,0,llama3.1:8b,,,272,[A7 A8],,,,,,
20251113_203801,2025-11-13T20:40:23,move,1,mistral:7b,,,273,[G8 F8],,,,,,
20251113_203801,2025-11-13T20:40:24,move,0,llama3.1:8b,,,274,[A3 A4],,,,,,
